"","Code","Abudefduf_bengalensis","Acanthistius_ocellatus","Acanthopagrus_australis","Acanthurus_dussumieri","Achoerodus_viridis","Aetobatus_narinari","Aluterus_monoceros","Anampses_caeruleopunctatus","Aplodactylus_lophodon","Apogon_limenus","Atypichthys_strigatus","Aulostomus_chinensis","Austrolabrus_maculatus","Bodianus_frenchii","Bodianus_perditio","Brachaelurus_waddi","Canthigaster_callisterna","Carcharias_taurus","Centropogon_australis","Centropyge_tibicen","Chaetodon_flavirostris","Chaetodon_guentheri","Chelmonops_truncatus","Choerodon_venustus","Chromis_hypsilepis","Chrysophrys_auratus","Coris_dorsomacula","Coris_picta","Dasyatis_brevicaudata","Dinolestes_lewini","Echeneis_naucrates","Enoplosus_armatus","Epinephelus_daemelii","Epinephelus_fasciatus","Epinephelus_undulatostriatus","Eubalichthys_mosaicus","Eupetrichthys_angustipes","Glaucosoma_scapulare","Goniistius_vestitus","Gymnothorax_prasinus","Gymnothorax_prionodon","Gymnothorax_thyrsoidea","Heniochus_acuminatus","Heterodontus_galeatus","Hypoplectrodes_maccullochi","Kyphosus_sydneyanus","Labroides_dimidiatus","Lethrinus_nebulosus","Lotella_rhacina","Lutjanus_adetii","Lutjanus_fulviflamma","Lutjanus_russellii","Mecaenichthys_immaculatus","Meuschenia_flavolineata","Meuschenia_freycineti","Meuschenia_trachylepis","Morwong_fuscus","Mulloidichthys_vanicolensis","Myliobatis_australis","Nelusetta_ayraud","Nemadactylus_douglasii","Notolabrus_gymnogenis","Ophthalmolepis_lineolata","Orectolobus_halei","Orectolobus_maculatus","Paracaesio_xanthura","Parapercis_ramsayi","Parapercis_stricticeps","Parma_unifasciata","Parupeneus_multifasciatus","Parupeneus_spilurus","Pempheris_affinis","Pempheris_compressa","Pictilabrus_laticlavius","Platax_teira","Plectorhinchus_flavomaculatus","Prionurus_maculatus","Prionurus_microlepidotus","Pseudocaranx_dentex","Pseudolabrus_guentheri","Pseudolabrus_luculentus","Pterocaesio_digramma","Rhabdosargus_sarba","Sarda_australis","Schuettea_scalaripinnis","Scorpaena_cardinalis","Scorpis_lineolata","Seriola_dumerili","Seriola_hippos","Seriola_lalandi","Seriola_rivoliana","Siganus_fuscescens","Stethojulis_interrupta","Sufflamen_chrysopterum","Synodus_jaculum","Thalassoma_lunare","Thalassoma_lutescens","Trachinops_taeniatus","Trachurus_novaezelandiae","Trygonorrhina_fasciata","Upeneichthys_lineatus","Anampses_neoguinaicus","Atractoscion_atelodus","Caranx_melampygus","Caranx_sexfasciatus","Chromis_weberi","Cirrhilabrus_punctatus","Cirrhitichthys_aprinus","Coris_aygula","Dasyatis_thetidis","Dicotylichthys_punctulatus","Epinephelus_cyanopodus","Girella_elevata","Gnathanodon_speciosus","Halichoeres_nebulosus","Meuschenia_scaber","Microcanthus_strigatus","Paraplesiops_bleekeri","Plagiotremus_tapeinosoma","Pomacentrus_coelestis","Rachycentron_canadum","Seriolina_nigrofasciata","Trachypoma_macracanthus","Zanclus_cornutus"
"39","SplitBommieN_2014",0,2,2,0,0,0,0,0,0,0,90,0,1,0,0,2,0,0,0,0,0,0,0,0,1,13,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,5,2,1,0,0,0,5,0,10,0,0,0,0,0,0,2,0,2,0,0,1,0,0,3,116,0,9,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","SplitBommieN_2015",0,1,1,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,0,5,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,3,3,0,0,2,172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","SplitBommieN_2018",0,0,4,0,1,0,0,0,0,0,217,0,1,1,1,0,1,0,0,0,0,2,0,0,0,7,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,2,6,7,2,0,0,0,1,3,0,3,0,0,0,0,0,0,31,9,1,0,0,7,0,0,4,142,0,0,0,0,1,0,0,0,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","SplitBommieW_2002",0,1,0,0,1,0,0,0,0,0,113,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","SplitBommieW_2003",0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","SplitBommieW_2004",0,0,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","SplitBommieW_2005",0,1,0,0,1,0,0,0,0,0,140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","SplitBommieW_2006",0,1,1,0,0,0,0,0,0,0,19,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,0,0,0,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,4,0,0,0,0,0,2,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","SplitBommieW_2007",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","SplitBommieW_2008",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,8,2,4,0,0,0,3,0,1,0,0,0,0,0,0,0,6,1,0,0,2,0,0,7,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","SplitBommieW_2009",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,1,0,0,0,0,2,0,1,4,0,0,0,0,0,4,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","SplitBommieW_2010",0,0,1,0,2,0,0,0,0,0,260,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,8,0,1,0,1,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,100,0,0,0,0,4,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","SplitBommieW_2011",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,1,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","SplitBommieW_2013",0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,8,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5,6,0,0,0,1,0,5,0,2,0,0,0,0,0,0,1,9,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","SplitBommieW_2014",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,4,1,0,0,0,0,5,0,5,4,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","SplitBommieW_2015",0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,5,2,0,0,0,4,2,0,4,0,0,0,0,0,0,4,4,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","SplitBommieW_2018",0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,11,0,0,0,8,0,9,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,2,6,1,10,0,0,0,0,0,0,3,8,3,0,0,2,0,0,3,38,0,0,0,0,1,1,0,0,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Whitmore_2002",0,2,4,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Whitmore_2003",0,0,9,0,0,0,0,0,0,0,70,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Whitmore_2004",0,2,4,0,1,0,0,0,0,0,67,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Whitmore_2005",0,1,1,0,0,0,0,0,0,0,117,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,18,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Whitmore_2006",0,1,0,0,0,0,0,0,0,0,128,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,1,0,147,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Whitmore_2007",0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,57,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Whitmore_2008",0,2,6,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,4,0,0,0,3,0,0,12,44,1,0,0,0,0,0,0,0,0,1,0,155,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Whitmore_2009",0,1,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,9,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Whitmore_2010",0,3,13,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,0,0,3,0,2,0,0,0,0,0,0,21,5,0,0,0,12,0,0,17,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Whitmore_2011",0,2,5,0,0,0,0,0,0,0,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,8,16,0,0,0,0,0,0,0,0,0,0,20,130,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Whitmore_2013",0,1,3,0,3,0,0,0,0,0,80,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,7,1,0,0,0,0,5,0,5,0,0,0,0,0,0,3,1,1,0,0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,0,50,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Whitmore_2014",0,1,1,0,0,0,0,0,0,0,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,4,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,351,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Whitmore_2015",0,3,6,1,1,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,3,0,1,0,1,6,5,1,0,0,0,0,5,0,1,0,0,0,0,1,0,12,2,2,0,0,5,0,0,7,30,0,0,0,0,10,0,0,0,2,0,0,121,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Whitmore_2018",0,3,8,0,0,0,0,0,0,0,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,5,1,0,3,0,0,9,0,1,0,0,0,0,0,0,10,3,3,0,0,7,0,0,7,58,0,0,0,0,4,0,0,0,0,0,3,53,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","40AcresN_2002",NA,3,0,NA,0,NA,NA,0,NA,0,0,NA,0,1,0,1,0,0,0,NA,0,0,1,1,0,2,0,5,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,1,3,3,0,1,0,0,0,5,0,1,0,0,NA,NA,NA,0,1,0,2,0,0,0,0,0,3,42,0,0,0,0,0,NA,NA,0,0,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"71","40AcresN_2003",NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,1,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,3,2,0,2,0,0,4,0,1,0,0,NA,NA,NA,0,0,0,2,0,0,0,0,0,3,14,0,0,0,0,0,NA,NA,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"72","40AcresN_2004",NA,2,0,NA,0,NA,NA,0,NA,0,0,NA,2,0,0,1,0,0,0,NA,0,0,0,1,40,2,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,4,3,1,0,0,0,0,5,0,0,0,2,NA,NA,NA,0,0,0,2,0,0,0,0,0,6,87,2,0,0,0,0,NA,NA,0,4,1,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","40AcresN_2005",NA,0,0,NA,0,NA,NA,0,NA,0,180,NA,1,0,0,0,0,0,0,NA,0,2,0,1,0,11,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,NA,3,0,0,NA,NA,0,0,3,0,NA,0,0,0,NA,0,0,0,1,4,2,0,21,0,0,2,0,1,0,0,NA,NA,NA,0,90,0,0,0,0,0,0,0,3,219,0,1,0,0,0,NA,NA,0,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","40AcresN_2006",NA,0,0,NA,1,NA,NA,0,NA,0,17,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,5,5,1,0,10,0,1,4,0,1,0,0,NA,NA,NA,0,0,2,1,0,0,0,0,0,4,22,1,0,0,0,0,NA,NA,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","40AcresN_2007",NA,1,0,NA,1,NA,NA,0,NA,0,28,NA,0,0,0,0,0,0,0,NA,0,3,0,2,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2,0,0,NA,NA,0,0,0,0,NA,1,0,1,NA,1,0,0,3,7,2,0,0,0,0,4,0,3,0,0,NA,NA,NA,0,118,3,1,0,0,16,0,0,3,49,0,4,0,0,1,NA,NA,0,2,2,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","40AcresN_2008",NA,2,0,NA,0,NA,NA,0,NA,0,30,NA,0,0,2,1,0,0,0,NA,0,0,0,1,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,4,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,4,3,4,0,1,9,0,0,8,0,2,0,1,NA,NA,NA,0,14,1,0,0,3,0,0,0,5,108,0,0,0,0,0,NA,NA,1,3,4,16,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"77","40AcresN_2009",NA,1,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,2,0,0,0,NA,0,0,0,2,1,14,1,7,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,NA,4,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,1,5,7,0,2,0,0,0,5,0,3,0,0,NA,NA,NA,0,5,2,0,0,0,0,0,0,5,62,0,0,0,0,0,NA,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","40AcresN_2010",NA,0,0,NA,1,NA,NA,0,NA,0,56,NA,0,0,0,0,0,1,0,NA,0,4,0,2,55,9,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,0,1,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,1,2,5,0,4,12,0,0,7,0,2,0,0,NA,NA,NA,0,34,1,0,0,0,0,0,0,3,88,0,1,0,2,0,NA,NA,0,0,2,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"79","40AcresN_2011",NA,1,0,NA,0,NA,NA,0,NA,0,60,NA,0,0,1,1,0,0,0,NA,0,0,0,3,3,4,0,3,0,0,0,2,0,0,0,0,0,34,0,2,0,0,0,NA,2,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,11,3,3,1,1,0,0,0,7,0,3,0,0,NA,NA,NA,0,51,0,0,0,10,0,0,0,5,70,0,0,5,0,0,NA,NA,0,3,0,20,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","40AcresN_2013",NA,4,0,NA,1,NA,NA,0,NA,0,0,NA,0,0,3,0,0,0,0,NA,1,0,0,3,0,9,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,NA,2,0,0,NA,NA,0,0,3,0,NA,0,0,0,NA,0,0,0,5,2,3,2,0,0,0,6,0,1,0,1,NA,NA,NA,0,2,6,0,0,1,0,5,0,3,56,0,3,0,0,0,NA,NA,0,3,5,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","40AcresN_2014",NA,0,0,NA,0,NA,NA,0,NA,0,23,NA,0,0,0,1,0,1,0,NA,0,5,0,2,7,14,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,NA,0,0,0,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,1,0,1,2,0,0,0,0,3,0,1,0,0,NA,NA,NA,0,52,4,1,0,0,0,0,0,0,72,1,1,0,0,0,NA,NA,0,3,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","40AcresN_2015",NA,1,0,NA,0,NA,NA,1,NA,0,30,NA,0,0,0,0,0,0,0,NA,0,0,0,1,3,15,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,NA,3,0,1,NA,NA,0,0,1,0,NA,0,0,0,NA,0,0,0,2,1,2,1,1,0,0,8,0,2,3,1,NA,NA,NA,0,41,0,2,0,0,0,0,0,1,19,5,1,2,0,0,NA,NA,0,6,5,5,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
